,CHP1_Electricity_Generation_(kW),CHP2_Electricity_Generation_(kW),CHP1_Heat_Output_(kW),CHP2_Heat_Output_(kW),Boiler_Heat_Output_(kW),Feels-Like Temperature Deg C,Wind Speed ms,Site_Electricity_Demand_(kW),Day ahead UK electricity price,Site_Heat_Demand_(kW),Import_Electricity_(kW),Export_Electricity_(kW)
2020-01-01 06:30:00,595.3125,1491.71875,718.75,2343.75,108.52713178294573,2.2,4.4,2326.477558094295,26.58,3171.0271317829456,239.4463080942951,0.0
2020-01-01 07:00:00,670.7812499999999,1492.4999999999998,812.5000000000001,2343.75,100.7751937984496,2.4,3.3,2308.6513634916705,26.92,3257.0251937984494,145.37011349167096,0.0
2020-01-01 07:30:00,751.7187500000001,1491.71875,906.2500000000001,2343.75,85.27131782945736,2.4,3.3,2285.254483075726,27.445,3335.2713178294575,41.81698307572606,0.0
2020-01-01 08:00:00,845.9375,1492.34375,1031.25,2343.75,85.27131782945736,2.3,3.1,2295.918367346939,27.97,3460.2713178294575,0.0,-42.362882653061206
2020-01-01 08:30:00,927.8125,1491.71875,1156.25,2375.0,85.27131782945736,2.3,3.1,2273.635624093659,30.285,3616.5213178294575,0.0,-145.89562590634114
2020-01-01 09:00:00,1011.875,1491.25,1281.25,2375.0,85.27131782945736,1.9,3.3,2263.2900647260635,32.6,3741.5213178294575,0.0,-239.83493527393648
2020-01-01 09:30:00,1090.9375,1490.15625,1406.25,2375.0,85.27131782945736,1.9,3.3,2256.764404201889,35.3,3866.5213178294575,0.0,-324.3293457981108
2020-01-01 10:00:00,1168.125,1489.21875,1500.0,2375.0,85.27131782945736,1.9,3.5,2191.1894740565203,38.0,3960.2713178294575,0.0,-466.15427594347966
2020-01-01 10:30:00,1242.1875,1488.90625,1625.0000000000002,2375.0,15.503875968992249,1.9,3.5,2161.266933116401,41.265,4015.5038759689924,0.0,-569.8268168835989
2020-01-01 11:00:00,1230.15625,1489.0625000000002,1718.7500000000002,2375.0,69.76744186046511,3.0,2.1,2168.2700809960033,44.53,4163.517441860465,0.0,-550.9486690039967
2020-01-01 11:30:00,1209.84375,1488.4375000000002,1718.7500000000002,2375.0,69.76744186046511,3.0,2.1,2166.041806670675,42.265,4163.517441860465,0.0,-532.2394433293248
2020-01-01 12:00:00,1205.3125,1487.8125,1718.7500000000002,2375.0,69.76744186046511,2.7,2.4,2179.888939978071,40.0,4163.517441860465,0.0,-513.236060021929
2020-01-01 12:30:00,1189.375,1487.34375,1687.5,2375.0,69.76744186046511,2.7,2.4,2182.2763767552083,40.0,4132.267441860465,0.0,-494.4423732447917
2020-01-01 13:00:00,1190.3125,1487.8125,1687.5,2375.0,69.76744186046511,1.6,4.0,2193.2585859300393,40.0,4132.267441860465,0.0,-484.8664140699607
2020-01-01 13:30:00,1163.125,1486.71875,1687.5,2375.0,69.76744186046511,1.6,4.0,2193.09942347823,39.845,4132.267441860465,0.0,-456.74432652176984
2020-01-01 14:00:00,1133.75,1486.71875,1656.2499999999998,2375.0,69.76744186046511,2.0,4.2,2172.7266296466596,39.69,4101.017441860465,0.0,-447.7421203533404
2020-01-01 14:30:00,1132.8125,1486.0937500000002,1656.2499999999998,2375.0,69.76744186046511,2.0,4.2,2171.135005128568,38.345,4101.017441860465,0.0,-447.7712448714319
2020-01-01 15:00:00,1119.0625,1487.4999999999998,1656.2499999999998,2375.0,69.76744186046511,0.0,5.1,2177.660665652743,37.0,4101.017441860465,0.0,-428.90183434725714
2020-01-01 15:30:00,1102.1875,1487.34375,1625.0000000000002,2375.0,155.03875968992247,0.0,5.1,2150.7622112969975,43.6,4155.038759689923,0.0,-438.7690387030025
2020-01-01 16:00:00,1090.15625,1486.875,1593.75,2343.75,155.03875968992247,0.3,4.2,2147.578962260814,50.2,4092.5387596899227,0.0,-429.452287739186
2020-01-01 16:30:00,1064.53125,1487.34375,1531.2500000000002,2343.75,155.03875968992247,0.3,4.2,2141.0533017366392,51.75,4030.0387596899227,0.0,-410.82169826336076
2020-01-01 17:00:00,1035.46875,1487.0312500000002,1500.0,2343.75,155.03875968992247,1.2,3.1,2139.780002122166,53.3,3998.7887596899227,0.0,-382.719997877834
2020-01-01 17:30:00,958.2812500000001,1488.28125,1406.25,2375.0,155.03875968992247,1.2,3.1,2167.4742687369576,48.15,3936.2887596899227,0.0,-279.0882312630424
2020-01-01 18:00:00,884.21875,1486.875,1281.25,2375.0,155.03875968992247,1.2,3.8,2186.096275598628,43.0,3811.2887596899227,0.0,-184.99747440137207
2020-01-01 18:30:00,816.7187499999999,1486.875,1187.5,2375.0,178.29457364341084,1.2,3.8,2231.935061719662,42.07,3740.794573643411,0.0,-71.65868828033808
2020-01-01 19:00:00,754.8437499999999,1486.71875,1093.75,2375.0,170.54263565891472,1.9,3.3,2273.7947865454676,41.14,3639.2926356589146,32.23228654546756,0.0
2020-01-01 19:30:00,686.09375,1487.1875,968.7499999999999,2375.0,162.79069767441862,1.9,3.3,2271.089024864712,38.57,3506.5406976744184,97.80777486471197,0.0
2020-01-01 20:00:00,620.625,1487.1875,874.9999999999999,2375.0,162.79069767441862,1.6,4.1,2290.3476815336185,36.0,3412.7906976744184,182.53518153361847,0.0
2020-01-01 20:30:00,531.25,1486.875,750.0,2375.0,162.79069767441862,1.6,4.1,2284.9361581721078,35.96,3287.7906976744184,266.81115817210775,0.0
2020-01-01 21:00:00,461.71875,1487.34375,625.0,2375.0,170.54263565891472,1.6,4.8,2290.9843313408555,35.92,3170.5426356589146,341.92183134085553,0.0
2020-01-01 21:30:00,397.34375,1487.65625,531.25,2375.0,170.54263565891472,1.6,4.8,2330.7749442931417,33.96,3076.7926356589146,445.77494429314174,0.0
2020-01-01 22:00:00,322.81249999999994,1487.4999999999998,437.49999999999994,2375.0,170.54263565891472,2.4,3.3,2331.0932691967605,32.0,2983.0426356589146,520.7807691967607,0.0
2020-01-01 22:30:00,255.625,1486.0937500000002,343.75,2375.0,170.54263565891472,2.4,3.3,2356.7184239380326,30.935,2889.2926356589146,614.9996739380324,0.0
